input,target
"""1 1 1 0 0 5 1 9 'mutable' 1 ""","""Algoritmo conversion Leer 'mutable' FinAlgoritmo"""
"""1 1 1 0 0 5 1 9 'process' 1 ""","""Algoritmo conversion Leer 'process' FinAlgoritmo"""
"""1 1 1 0 0 5 1 9 'timeout' 1 ""","""Algoritmo conversion Leer 'timeout' FinAlgoritmo"""
"""1 1 1 0 0 5 1 9 'entrada' 1 ""","""Algoritmo conversion Leer 'entrada' FinAlgoritmo"""
"""1 1 1 0 0 5 1 9 'bandera' 1 ""","""Algoritmo conversion Leer 'bandera' FinAlgoritmo"""
"""1 1 1 0 0 5 1 9 'volumen' 1 ""","""Algoritmo conversion Leer 'volumen' FinAlgoritmo"""
"""1 1 1 0 0 5 1 9 'mediana' 1 ""","""Algoritmo conversion Leer 'mediana' FinAlgoritmo"""
"""1 1 1 0 0 5 1 9 'divisor' 1 ""","""Algoritmo conversion Leer 'divisor' FinAlgoritmo"""
"""1 1 1 0 0 5 1 9 'residuo' 1 ""","""Algoritmo conversion Leer 'residuo' FinAlgoritmo"""
"""1 1 1 0 0 5 1 9 'columna' 1 ""","""Algoritmo conversion Leer 'columna' FinAlgoritmo"""
"""1 1 1 0 0 5 1 9 'arreglo' 1 ""","""Algoritmo conversion Leer 'arreglo' FinAlgoritmo"""
"""1 1 1 0 0 5 1 9 'vertice' 1 ""","""Algoritmo conversion Leer 'vertice' FinAlgoritmo"""
"""1 1 1 0 0 5 1 9 'hermano' 1 ""","""Algoritmo conversion Leer 'hermano' FinAlgoritmo"""
"""1 1 1 0 0 5 1 9 'puntero' 1 ""","""Algoritmo conversion Leer 'puntero' FinAlgoritmo"""
"""1 1 1 0 0 5 1 9 'funcion' 1 ""","""Algoritmo conversion Leer 'funcion' FinAlgoritmo"""
"""1 1 1 0 0 5 1 9 'estatus' 1 ""","""Algoritmo conversion Leer 'estatus' FinAlgoritmo"""
"""1 1 1 0 0 5 1 9 'entorno' 1 ""","""Algoritmo conversion Leer 'entorno' FinAlgoritmo"""
"""1 1 1 0 0 5 1 9 'alcance' 1 ""","""Algoritmo conversion Leer 'alcance' FinAlgoritmo"""
"""1 1 1 0 0 5 1 9 'paquete' 1 ""","""Algoritmo conversion Leer 'paquete' FinAlgoritmo"""
"""1 1 1 0 0 5 1 9 'ordenar' 1 ""","""Algoritmo conversion Leer 'ordenar' FinAlgoritmo"""
"""1 1 1 0 0 5 1 9 'agregar' 1 ""","""Algoritmo conversion Leer 'agregar' FinAlgoritmo"""
"""1 1 1 0 0 5 1 9 'entrada' 1 ""","""Algoritmo conversion Leer 'entrada' FinAlgoritmo"""
"""1 1 1 0 0 5 1 9 'memoria' 1 ""","""Algoritmo conversion Leer 'memoria' FinAlgoritmo"""
"""1 1 1 0 0 5 1 9 'archivo' 1 ""","""Algoritmo conversion Leer 'archivo' FinAlgoritmo"""
"""1 1 1 0 0 5 1 9 'carpeta' 1 ""","""Algoritmo conversion Leer 'carpeta' FinAlgoritmo"""
"""1 1 1 0 0 5 1 9 'dominio' 1 ""","""Algoritmo conversion Leer 'dominio' FinAlgoritmo"""
"""1 1 1 0 0 5 1 9 'secreto' 1 ""","""Algoritmo conversion Leer 'secreto' FinAlgoritmo"""
"""1 1 1 0 0 5 1 9 'cifrado' 1 ""","""Algoritmo conversion Leer 'cifrado' FinAlgoritmo"""
"""1 1 1 0 0 5 1 9 'volatil' 1 ""","""Algoritmo conversion Leer 'volatil' FinAlgoritmo"""
"""1 1 1 0 0 5 1 9 'mutable' 1 ""","""Algoritmo conversion Leer 'mutable' FinAlgoritmo"""
"""1 1 1 0 0 5 1 9 'proceso' 1 ""","""Algoritmo conversion Leer 'proceso' FinAlgoritmo"""
"""1 1 1 0 0 5 1 9 'trabajo' 1 ""","""Algoritmo conversion Leer 'trabajo' FinAlgoritmo"""
"""1 1 1 0 0 5 1 9 'retraso' 1 ""","""Algoritmo conversion Leer 'retraso' FinAlgoritmo"""
"""1 1 1 0 0 5 1 10 'is_valid' 1 ""","""Algoritmo conversion Leer 'is_valid' FinAlgoritmo"""
"""1 1 1 0 0 5 1 10 'password' 1 ""","""Algoritmo conversion Leer 'password' FinAlgoritmo"""
"""1 1 1 0 0 5 1 10 'distance' 1 ""","""Algoritmo conversion Leer 'distance' FinAlgoritmo"""
"""1 1 1 0 0 5 1 10 'interval' 1 ""","""Algoritmo conversion Leer 'interval' FinAlgoritmo"""
"""1 1 1 0 0 5 1 10 'duration' 1 ""","""Algoritmo conversion Leer 'duration' FinAlgoritmo"""
"""1 1 1 0 0 5 1 10 'discount' 1 ""","""Algoritmo conversion Leer 'discount' FinAlgoritmo"""
"""1 1 1 0 0 5 1 10 'quantity' 1 ""","""Algoritmo conversion Leer 'quantity' FinAlgoritmo"""
"""1 1 1 0 0 5 1 10 'variance' 1 ""","""Algoritmo conversion Leer 'variance' FinAlgoritmo"""
"""1 1 1 0 0 5 1 10 'dividend' 1 ""","""Algoritmo conversion Leer 'dividend' FinAlgoritmo"""
"""1 1 1 0 0 5 1 10 'quotient' 1 ""","""Algoritmo conversion Leer 'quotient' FinAlgoritmo"""
"""1 1 1 0 0 5 1 10 'ancestor' 1 ""","""Algoritmo conversion Leer 'ancestor' FinAlgoritmo"""
"""1 1 1 0 0 5 1 10 'instance' 1 ""","""Algoritmo conversion Leer 'instance' FinAlgoritmo"""
"""1 1 1 0 0 5 1 10 'function' 1 ""","""Algoritmo conversion Leer 'function' FinAlgoritmo"""
"""1 1 1 0 0 5 1 10 'argument' 1 ""","""Algoritmo conversion Leer 'argument' FinAlgoritmo"""
"""1 1 1 0 0 5 1 10 'callback' 1 ""","""Algoritmo conversion Leer 'callback' FinAlgoritmo"""
"""1 1 1 0 0 5 1 10 'listener' 1 ""","""Algoritmo conversion Leer 'listener' FinAlgoritmo"""
"""1 1 1 0 0 5 1 10 'observer' 1 ""","""Algoritmo conversion Leer 'observer' FinAlgoritmo"""
"""1 1 1 0 0 5 1 10 'endpoint' 1 ""","""Algoritmo conversion Leer 'endpoint' FinAlgoritmo"""
"""1 1 1 0 0 5 1 10 'response' 1 ""","""Algoritmo conversion Leer 'response' FinAlgoritmo"""
"""1 1 1 0 0 5 1 10 'superset' 1 ""","""Algoritmo conversion Leer 'superset' FinAlgoritmo"""
"""1 1 1 0 0 5 1 10 'property' 1 ""","""Algoritmo conversion Leer 'property' FinAlgoritmo"""
"""1 1 1 0 0 5 1 10 'sequence' 1 ""","""Algoritmo conversion Leer 'sequence' FinAlgoritmo"""
"""1 1 1 0 0 5 1 10 'protocol' 1 ""","""Algoritmo conversion Leer 'protocol' FinAlgoritmo"""
"""1 1 1 0 0 5 1 10 'infinity' 1 ""","""Algoritmo conversion Leer 'infinity' FinAlgoritmo"""
"""1 1 1 0 0 5 1 10 'constant' 1 ""","""Algoritmo conversion Leer 'constant' FinAlgoritmo"""
"""1 1 1 0 0 5 1 10 'variable' 1 ""","""Algoritmo conversion Leer 'variable' FinAlgoritmo"""
"""1 1 1 0 0 5 1 10 'volatile' 1 ""","""Algoritmo conversion Leer 'volatile' FinAlgoritmo"""
"""1 1 1 0 0 5 1 10 'contador' 1 ""","""Algoritmo conversion Leer 'contador' FinAlgoritmo"""
"""1 1 1 0 0 5 1 10 'temporal' 1 ""","""Algoritmo conversion Leer 'temporal' FinAlgoritmo"""
"""1 1 1 0 0 5 1 10 'longitud' 1 ""","""Algoritmo conversion Leer 'longitud' FinAlgoritmo"""
"""1 1 1 0 0 5 1 10 'duracion' 1 ""","""Algoritmo conversion Leer 'duracion' FinAlgoritmo"""
"""1 1 1 0 0 5 1 10 'impuesto' 1 ""","""Algoritmo conversion Leer 'impuesto' FinAlgoritmo"""
"""1 1 1 0 0 5 1 10 'cantidad' 1 ""","""Algoritmo conversion Leer 'cantidad' FinAlgoritmo"""
"""1 1 1 0 0 5 1 10 'promedio' 1 ""","""Algoritmo conversion Leer 'promedio' FinAlgoritmo"""
"""1 1 1 0 0 5 1 10 'varianza' 1 ""","""Algoritmo conversion Leer 'varianza' FinAlgoritmo"""
"""1 1 1 0 0 5 1 10 'cociente' 1 ""","""Algoritmo conversion Leer 'cociente' FinAlgoritmo"""
"""1 1 1 0 0 5 1 10 'producto' 1 ""","""Algoritmo conversion Leer 'producto' FinAlgoritmo"""
"""1 1 1 0 0 5 1 10 'conjunto' 1 ""","""Algoritmo conversion Leer 'conjunto' FinAlgoritmo"""
"""1 1 1 0 0 5 1 10 'ancestro' 1 ""","""Algoritmo conversion Leer 'ancestro' FinAlgoritmo"""
"""1 1 1 0 0 5 1 10 'callback' 1 ""","""Algoritmo conversion Leer 'callback' FinAlgoritmo"""
"""1 1 1 0 0 5 1 10 'contexto' 1 ""","""Algoritmo conversion Leer 'contexto' FinAlgoritmo"""
"""1 1 1 0 0 5 1 10 'libreria' 1 ""","""Algoritmo conversion Leer 'libreria' FinAlgoritmo"""
"""1 1 1 0 0 5 1 10 'cabecera' 1 ""","""Algoritmo conversion Leer 'cabecera' FinAlgoritmo"""
"""1 1 1 0 0 5 1 10 'consulta' 1 ""","""Algoritmo conversion Leer 'consulta' FinAlgoritmo"""
"""1 1 1 0 0 5 1 10 'elemento' 1 ""","""Algoritmo conversion Leer 'elemento' FinAlgoritmo"""
"""1 1 1 0 0 5 1 10 'registro' 1 ""","""Algoritmo conversion Leer 'registro' FinAlgoritmo"""
"""1 1 1 0 0 5 1 10 'atributo' 1 ""","""Algoritmo conversion Leer 'atributo' FinAlgoritmo"""
"""1 1 1 0 0 5 1 10 'conexion' 1 ""","""Algoritmo conversion Leer 'conexion' FinAlgoritmo"""
"""1 1 1 0 0 5 1 10 'caracter' 1 ""","""Algoritmo conversion Leer 'caracter' FinAlgoritmo"""
"""1 1 1 0 0 5 1 10 'flotante' 1 ""","""Algoritmo conversion Leer 'flotante' FinAlgoritmo"""
"""1 1 1 0 0 5 1 10 'booleano' 1 ""","""Algoritmo conversion Leer 'booleano' FinAlgoritmo"""
"""1 1 1 0 0 5 1 10 'infinito' 1 ""","""Algoritmo conversion Leer 'infinito' FinAlgoritmo"""
"""1 1 1 0 0 5 1 10 'variable' 1 ""","""Algoritmo conversion Leer 'variable' FinAlgoritmo"""
"""1 1 1 0 0 5 1 10 'estatico' 1 ""","""Algoritmo conversion Leer 'estatico' FinAlgoritmo"""
"""1 1 1 0 0 5 1 10 'dinamico' 1 ""","""Algoritmo conversion Leer 'dinamico' FinAlgoritmo"""
"""1 1 1 0 0 5 1 11 'user_name' 1 ""","""Algoritmo conversion Leer 'user_name' FinAlgoritmo"""
"""1 1 1 0 0 5 1 11 'file_name' 1 ""","""Algoritmo conversion Leer 'file_name' FinAlgoritmo"""
"""1 1 1 0 0 5 1 11 'file_path' 1 ""","""Algoritmo conversion Leer 'file_path' FinAlgoritmo"""
"""1 1 1 0 0 5 1 11 'timestamp' 1 ""","""Algoritmo conversion Leer 'timestamp' FinAlgoritmo"""
"""1 1 1 0 0 5 1 11 'frequency' 1 ""","""Algoritmo conversion Leer 'frequency' FinAlgoritmo"""
"""1 1 1 0 0 5 1 11 'threshold' 1 ""","""Algoritmo conversion Leer 'threshold' FinAlgoritmo"""
"""1 1 1 0 0 5 1 11 'min_value' 1 ""","""Algoritmo conversion Leer 'min_value' FinAlgoritmo"""
"""1 1 1 0 0 5 1 11 'max_value' 1 ""","""Algoritmo conversion Leer 'max_value' FinAlgoritmo"""
"""1 1 1 0 0 5 1 11 'deviation' 1 ""","""Algoritmo conversion Leer 'deviation' FinAlgoritmo"""
"""1 1 1 0 0 5 1 11 'remainder' 1 ""","""Algoritmo conversion Leer 'remainder' FinAlgoritmo"""
"""1 1 1 0 0 5 1 11 'increment' 1 ""","""Algoritmo conversion Leer 'increment' FinAlgoritmo"""
"""1 1 1 0 0 5 1 11 'decrement' 1 ""","""Algoritmo conversion Leer 'decrement' FinAlgoritmo"""
"""1 1 1 0 0 5 1 11 'iteration' 1 ""","""Algoritmo conversion Leer 'iteration' FinAlgoritmo"""
"""1 1 1 0 0 5 1 11 'reference' 1 ""","""Algoritmo conversion Leer 'reference' FinAlgoritmo"""
"""1 1 1 0 0 5 1 11 'parameter' 1 ""","""Algoritmo conversion Leer 'parameter' FinAlgoritmo"""
"""1 1 1 0 0 5 1 11 'namespace' 1 ""","""Algoritmo conversion Leer 'namespace' FinAlgoritmo"""
"""1 1 1 0 0 5 1 11 'framework' 1 ""","""Algoritmo conversion Leer 'framework' FinAlgoritmo"""
"""1 1 1 0 0 5 1 11 'aggregate' 1 ""","""Algoritmo conversion Leer 'aggregate' FinAlgoritmo"""
"""1 1 1 0 0 5 1 11 'attribute' 1 ""","""Algoritmo conversion Leer 'attribute' FinAlgoritmo"""
"""1 1 1 0 0 5 1 11 'directory' 1 ""","""Algoritmo conversion Leer 'directory' FinAlgoritmo"""
"""1 1 1 0 0 5 1 11 'algorithm' 1 ""","""Algoritmo conversion Leer 'algorithm' FinAlgoritmo"""
"""1 1 1 0 0 5 1 11 'undefined' 1 ""","""Algoritmo conversion Leer 'undefined' FinAlgoritmo"""
"""1 1 1 0 0 5 1 11 'immutable' 1 ""","""Algoritmo conversion Leer 'immutable' FinAlgoritmo"""
"""1 1 1 0 0 5 1 11 'scheduler' 1 ""","""Algoritmo conversion Leer 'scheduler' FinAlgoritmo"""
"""1 1 1 0 0 5 1 11 'resultado' 1 ""","""Algoritmo conversion Leer 'resultado' FinAlgoritmo"""
"""1 1 1 0 0 5 1 11 'es_valido' 1 ""","""Algoritmo conversion Leer 'es_valido' FinAlgoritmo"""
"""1 1 1 0 0 5 1 11 'distancia' 1 ""","""Algoritmo conversion Leer 'distancia' FinAlgoritmo"""
"""1 1 1 0 0 5 1 11 'velocidad' 1 ""","""Algoritmo conversion Leer 'velocidad' FinAlgoritmo"""
"""1 1 1 0 0 5 1 11 'intervalo' 1 ""","""Algoritmo conversion Leer 'intervalo' FinAlgoritmo"""
"""1 1 1 0 0 5 1 11 'descuento' 1 ""","""Algoritmo conversion Leer 'descuento' FinAlgoritmo"""
"""1 1 1 0 0 5 1 11 'dividendo' 1 ""","""Algoritmo conversion Leer 'dividendo' FinAlgoritmo"""
"""1 1 1 0 0 5 1 11 'iteracion' 1 ""","""Algoritmo conversion Leer 'iteracion' FinAlgoritmo"""
"""1 1 1 0 0 5 1 11 'instancia' 1 ""","""Algoritmo conversion Leer 'instancia' FinAlgoritmo"""
"""1 1 1 0 0 5 1 11 'parametro' 1 ""","""Algoritmo conversion Leer 'parametro' FinAlgoritmo"""
"""1 1 1 0 0 5 1 11 'argumento' 1 ""","""Algoritmo conversion Leer 'argumento' FinAlgoritmo"""
"""1 1 1 0 0 5 1 11 'manejador' 1 ""","""Algoritmo conversion Leer 'manejador' FinAlgoritmo"""
"""1 1 1 0 0 5 1 11 'solicitud' 1 ""","""Algoritmo conversion Leer 'solicitud' FinAlgoritmo"""
"""1 1 1 0 0 5 1 11 'respuesta' 1 ""","""Algoritmo conversion Leer 'respuesta' FinAlgoritmo"""
"""1 1 1 0 0 5 1 11 'propiedad' 1 ""","""Algoritmo conversion Leer 'propiedad' FinAlgoritmo"""
"""1 1 1 0 0 5 1 11 'coleccion' 1 ""","""Algoritmo conversion Leer 'coleccion' FinAlgoritmo"""
"""1 1 1 0 0 5 1 11 'secuencia' 1 ""","""Algoritmo conversion Leer 'secuencia' FinAlgoritmo"""
"""1 1 1 0 0 5 1 11 'protocolo' 1 ""","""Algoritmo conversion Leer 'protocolo' FinAlgoritmo"""
"""1 1 1 0 0 5 1 11 'direccion' 1 ""","""Algoritmo conversion Leer 'direccion' FinAlgoritmo"""
"""1 1 1 0 0 5 1 11 'algoritmo' 1 ""","""Algoritmo conversion Leer 'algoritmo' FinAlgoritmo"""
"""1 1 1 0 0 5 1 11 'expresion' 1 ""","""Algoritmo conversion Leer 'expresion' FinAlgoritmo"""
"""1 1 1 0 0 5 1 11 'VERDADERO' 1 ""","""Algoritmo conversion Leer 'VERDADERO' FinAlgoritmo"""
"""1 1 1 0 0 5 1 11 'constante' 1 ""","""Algoritmo conversion Leer 'constante' FinAlgoritmo"""
"""1 1 1 0 0 5 1 11 'inmutable' 1 ""","""Algoritmo conversion Leer 'inmutable' FinAlgoritmo"""
"""1 1 1 0 0 5 1 12 'percentage' 1 ""","""Algoritmo conversion Leer 'percentage' FinAlgoritmo"""
"""1 1 1 0 0 5 1 12 'multiplier' 1 ""","""Algoritmo conversion Leer 'multiplier' FinAlgoritmo"""
"""1 1 1 0 0 5 1 12 'difference' 1 ""","""Algoritmo conversion Leer 'difference' FinAlgoritmo"""
"""1 1 1 0 0 5 1 12 'loop_count' 1 ""","""Algoritmo conversion Leer 'loop_count' FinAlgoritmo"""
"""1 1 1 0 0 5 1 12 'dictionary' 1 ""","""Algoritmo conversion Leer 'dictionary' FinAlgoritmo"""
"""1 1 1 0 0 5 1 12 'descendant' 1 ""","""Algoritmo conversion Leer 'descendant' FinAlgoritmo"""
"""1 1 1 0 0 5 1 12 'preference' 1 ""","""Algoritmo conversion Leer 'preference' FinAlgoritmo"""
"""1 1 1 0 0 5 1 12 'difference' 1 ""","""Algoritmo conversion Leer 'difference' FinAlgoritmo"""
"""1 1 1 0 0 5 1 12 'complement' 1 ""","""Algoritmo conversion Leer 'complement' FinAlgoritmo"""
"""1 1 1 0 0 5 1 12 'collection' 1 ""","""Algoritmo conversion Leer 'collection' FinAlgoritmo"""
"""1 1 1 0 0 5 1 12 'connection' 1 ""","""Algoritmo conversion Leer 'connection' FinAlgoritmo"""
"""1 1 1 0 0 5 1 12 'encryption' 1 ""","""Algoritmo conversion Leer 'encryption' FinAlgoritmo"""
"""1 1 1 0 0 5 1 12 'decryption' 1 ""","""Algoritmo conversion Leer 'decryption' FinAlgoritmo"""
"""1 1 1 0 0 5 1 12 'expression' 1 ""","""Algoritmo conversion Leer 'expression' FinAlgoritmo"""
"""1 1 1 0 0 5 1 12 'contraseña' 1 ""","""Algoritmo conversion Leer 'contraseña' FinAlgoritmo"""
"""1 1 1 0 0 5 1 12 'frecuencia' 1 ""","""Algoritmo conversion Leer 'frecuencia' FinAlgoritmo"""
"""1 1 1 0 0 5 1 12 'desviacion' 1 ""","""Algoritmo conversion Leer 'desviacion' FinAlgoritmo"""
"""1 1 1 0 0 5 1 12 'porcentaje' 1 ""","""Algoritmo conversion Leer 'porcentaje' FinAlgoritmo"""
"""1 1 1 0 0 5 1 12 'diferencia' 1 ""","""Algoritmo conversion Leer 'diferencia' FinAlgoritmo"""
"""1 1 1 0 0 5 1 12 'incremento' 1 ""","""Algoritmo conversion Leer 'incremento' FinAlgoritmo"""
"""1 1 1 0 0 5 1 12 'decremento' 1 ""","""Algoritmo conversion Leer 'decremento' FinAlgoritmo"""
"""1 1 1 0 0 5 1 12 'referencia' 1 ""","""Algoritmo conversion Leer 'referencia' FinAlgoritmo"""
"""1 1 1 0 0 5 1 12 'escuchador' 1 ""","""Algoritmo conversion Leer 'escuchador' FinAlgoritmo"""
"""1 1 1 0 0 5 1 12 'observador' 1 ""","""Algoritmo conversion Leer 'observador' FinAlgoritmo"""
"""1 1 1 0 0 5 1 12 'carga_util' 1 ""","""Algoritmo conversion Leer 'carga_util' FinAlgoritmo"""
"""1 1 1 0 0 5 1 12 'diferencia' 1 ""","""Algoritmo conversion Leer 'diferencia' FinAlgoritmo"""
"""1 1 1 0 0 5 1 12 'directorio' 1 ""","""Algoritmo conversion Leer 'directorio' FinAlgoritmo"""
"""1 1 1 0 0 5 1 12 'indefinido' 1 ""","""Algoritmo conversion Leer 'indefinido' FinAlgoritmo"""
"""1 1 1 0 0 5 1 13 'total_price' 1 ""","""Algoritmo conversion Leer 'total_price' FinAlgoritmo"""
"""1 1 1 0 0 5 1 13 'environment' 1 ""","""Algoritmo conversion Leer 'environment' FinAlgoritmo"""
"""1 1 1 0 0 5 1 13 'profundidad' 1 ""","""Algoritmo conversion Leer 'profundidad' FinAlgoritmo"""
"""1 1 1 0 0 5 1 13 'diccionario' 1 ""","""Algoritmo conversion Leer 'diccionario' FinAlgoritmo"""
"""1 1 1 0 0 5 1 13 'profundidad' 1 ""","""Algoritmo conversion Leer 'profundidad' FinAlgoritmo"""
"""1 1 1 0 0 5 1 13 'preferencia' 1 ""","""Algoritmo conversion Leer 'preferencia' FinAlgoritmo"""
"""1 1 1 0 0 5 1 13 'punto_final' 1 ""","""Algoritmo conversion Leer 'punto_final' FinAlgoritmo"""
"""1 1 1 0 0 5 1 13 'complemento' 1 ""","""Algoritmo conversion Leer 'complemento' FinAlgoritmo"""
"""1 1 1 0 0 5 1 13 'subconjunto' 1 ""","""Algoritmo conversion Leer 'subconjunto' FinAlgoritmo"""
"""1 1 1 0 0 5 1 13 'enumeracion' 1 ""","""Algoritmo conversion Leer 'enumeracion' FinAlgoritmo"""
"""1 1 1 0 0 5 1 14 'return_value' 1 ""","""Algoritmo conversion Leer 'return_value' FinAlgoritmo"""
"""1 1 1 0 0 5 1 14 'intersection' 1 ""","""Algoritmo conversion Leer 'intersection' FinAlgoritmo"""
"""1 1 1 0 0 5 1 14 'ruta_archivo' 1 ""","""Algoritmo conversion Leer 'ruta_archivo' FinAlgoritmo"""
"""1 1 1 0 0 5 1 14 'marca_tiempo' 1 ""","""Algoritmo conversion Leer 'marca_tiempo' FinAlgoritmo"""
"""1 1 1 0 0 5 1 14 'precio_total' 1 ""","""Algoritmo conversion Leer 'precio_total' FinAlgoritmo"""
"""1 1 1 0 0 5 1 14 'valor_minimo' 1 ""","""Algoritmo conversion Leer 'valor_minimo' FinAlgoritmo"""
"""1 1 1 0 0 5 1 14 'valor_maximo' 1 ""","""Algoritmo conversion Leer 'valor_maximo' FinAlgoritmo"""
"""1 1 1 0 0 5 1 14 'descendiente' 1 ""","""Algoritmo conversion Leer 'descendiente' FinAlgoritmo"""
"""1 1 1 0 0 5 1 14 'interseccion' 1 ""","""Algoritmo conversion Leer 'interseccion' FinAlgoritmo"""
"""1 1 1 0 0 5 1 14 'encriptacion' 1 ""","""Algoritmo conversion Leer 'encriptacion' FinAlgoritmo"""
"""1 1 1 0 0 5 1 14 'planificador' 1 ""","""Algoritmo conversion Leer 'planificador' FinAlgoritmo"""
"""1 1 1 0 0 5 1 14 'temporizador' 1 ""","""Algoritmo conversion Leer 'temporizador' FinAlgoritmo"""
"""1 1 1 0 0 5 1 15 'configuration' 1 ""","""Algoritmo conversion Leer 'configuration' FinAlgoritmo"""
"""1 1 1 0 0 5 1 15 'multiplicador' 1 ""","""Algoritmo conversion Leer 'multiplicador' FinAlgoritmo"""
"""1 1 1 0 0 5 1 15 'valor_retorno' 1 ""","""Algoritmo conversion Leer 'valor_retorno' FinAlgoritmo"""
"""1 1 1 0 0 5 1 15 'configuracion' 1 ""","""Algoritmo conversion Leer 'configuracion' FinAlgoritmo"""
"""1 1 1 0 0 5 1 15 'marco_trabajo' 1 ""","""Algoritmo conversion Leer 'marco_trabajo' FinAlgoritmo"""
"""1 1 1 0 0 5 1 15 'superconjunto' 1 ""","""Algoritmo conversion Leer 'superconjunto' FinAlgoritmo"""
"""1 1 1 0 0 5 1 15 'tiempo_espera' 1 ""","""Algoritmo conversion Leer 'tiempo_espera' FinAlgoritmo"""
"""1 1 1 0 0 5 1 16 'nombre_usuario' 1 ""","""Algoritmo conversion Leer 'nombre_usuario' FinAlgoritmo"""
"""1 1 1 0 0 5 1 16 'nombre_archivo' 1 ""","""Algoritmo conversion Leer 'nombre_archivo' FinAlgoritmo"""
"""1 1 1 0 0 5 1 16 'desplazamiento' 1 ""","""Algoritmo conversion Leer 'desplazamiento' FinAlgoritmo"""
"""1 1 1 0 0 5 1 16 'contador_bucle' 1 ""","""Algoritmo conversion Leer 'contador_bucle' FinAlgoritmo"""
"""1 1 1 0 0 5 1 16 'almacenamiento' 1 ""","""Algoritmo conversion Leer 'almacenamiento' FinAlgoritmo"""
"""1 1 1 0 0 5 1 17 'espacio_nombres' 1 ""","""Algoritmo conversion Leer 'espacio_nombres' FinAlgoritmo"""
"""1 1 1 0 0 5 1 17 'desencriptacion' 1 ""","""Algoritmo conversion Leer 'desencriptacion' FinAlgoritmo"""
"""4 1 4 'ip'""","""Escribir 'ip'"""
"""4 1 4 'ip'""","""Escribir 'ip'"""
"""4 1 5 'sum'""","""Escribir 'sum'"""
"""4 1 5 'tax'""","""Escribir 'tax'"""
"""4 1 5 'row'""","""Escribir 'row'"""
"""4 1 5 'map'""","""Escribir 'map'"""
"""4 1 5 'set'""","""Escribir 'set'"""
"""4 1 5 'api'""","""Escribir 'api'"""
"""4 1 5 'key'""","""Escribir 'key'"""
"""4 1 5 'url'""","""Escribir 'url'"""
"""4 1 5 'uri'""","""Escribir 'uri'"""
"""4 1 5 'key'""","""Escribir 'key'"""
"""4 1 5 'bit'""","""Escribir 'bit'"""
"""4 1 5 'nan'""","""Escribir 'nan'"""
"""4 1 5 'job'""","""Escribir 'job'"""
"""4 1 5 'api'""","""Escribir 'api'"""
"""4 1 5 'par'""","""Escribir 'par'"""
"""4 1 5 'url'""","""Escribir 'url'"""
"""4 1 5 'uri'""","""Escribir 'uri'"""
"""4 1 5 'red'""","""Escribir 'red'"""
"""4 1 5 'sal'""","""Escribir 'sal'"""
"""4 1 5 'bit'""","""Escribir 'bit'"""
"""4 1 5 'nan'""","""Escribir 'nan'"""
"""4 1 6 'data'""","""Escribir 'data'"""
"""4 1 6 'temp'""","""Escribir 'temp'"""
"""4 1 6 'flag'""","""Escribir 'flag'"""
"""4 1 6 'size'""","""Escribir 'size'"""
"""4 1 6 'area'""","""Escribir 'area'"""
"""4 1 6 'time'""","""Escribir 'time'"""
"""4 1 6 'date'""","""Escribir 'date'"""
"""4 1 6 'rate'""","""Escribir 'rate'"""
"""4 1 6 'cost'""","""Escribir 'cost'"""
"""4 1 6 'mode'""","""Escribir 'mode'"""
"""4 1 6 'step'""","""Escribir 'step'"""
"""4 1 6 'list'""","""Escribir 'list'"""
"""4 1 6 'tree'""","""Escribir 'tree'"""
"""4 1 6 'node'""","""Escribir 'node'"""
"""4 1 6 'edge'""","""Escribir 'edge'"""
"""4 1 6 'path'""","""Escribir 'path'"""
"""4 1 6 'root'""","""Escribir 'root'"""
"""4 1 6 'leaf'""","""Escribir 'leaf'"""
"""4 1 6 'mode'""","""Escribir 'mode'"""
"""4 1 6 'body'""","""Escribir 'body'"""
"""4 1 6 'sort'""","""Escribir 'sort'"""
"""4 1 6 'join'""","""Escribir 'join'"""
"""4 1 6 'item'""","""Escribir 'item'"""
"""4 1 6 'pair'""","""Escribir 'pair'"""
"""4 1 6 'disk'""","""Escribir 'disk'"""
"""4 1 6 'file'""","""Escribir 'file'"""
"""4 1 6 'path'""","""Escribir 'path'"""
"""4 1 6 'host'""","""Escribir 'host'"""
"""4 1 6 'port'""","""Escribir 'port'"""
"""4 1 6 'hash'""","""Escribir 'hash'"""
"""4 1 6 'salt'""","""Escribir 'salt'"""
"""4 1 6 'text'""","""Escribir 'text'"""
"""4 1 6 'char'""","""Escribir 'char'"""
"""4 1 6 'byte'""","""Escribir 'byte'"""
"""4 1 6 'true'""","""Escribir 'true'"""
"""4 1 6 'null'""","""Escribir 'null'"""
"""4 1 6 'enum'""","""Escribir 'enum'"""
"""4 1 6 'task'""","""Escribir 'task'"""
"""4 1 6 'suma'""","""Escribir 'suma'"""
"""4 1 6 'alto'""","""Escribir 'alto'"""
"""4 1 6 'area'""","""Escribir 'area'"""
"""4 1 6 'peso'""","""Escribir 'peso'"""
"""4 1 6 'tasa'""","""Escribir 'tasa'"""
"""4 1 6 'moda'""","""Escribir 'moda'"""
"""4 1 6 'paso'""","""Escribir 'paso'"""
"""4 1 6 'fila'""","""Escribir 'fila'"""
"""4 1 6 'mapa'""","""Escribir 'mapa'"""
